Bwd Segment Size Avg,Bwd Bulk Rate Avg,URG Flag Count,CWR Flag Count,Active Max,Down/Up Ratio,Active Min,Bwd Packet Length Std,Total Length of Bwd Packet
0.0,0.0,0.0,0.0,71600000.0,0.0,29500000.0,0.0,0.0
0.0,0.0,0.0,0.0,94800000.0,0.0,94800000.0,0.0,0.0
0.0,0.0,0.0,0.0,17100000.0,0.0,10500000.0,0.0,0.0
0.0,0.0,0.0,0.0,28600000.0,0.0,14400000.0,0.0,0.0
0.0,0.0,0.0,0.0,57000000.0,0.0,12888.0,0.0,0.0
0.0,0.0,0.0,0.0,52600000.0,0.0,24000000.0,0.0,0.0
0.0,0.0,0.0,0.0,488632.0,0.0,488632.0,0.0,0.0
0.0,0.0,0.0,0.0,90300000.0,0.0,4973002.0,0.0,0.0
0.0,0.0,0.0,0.0,41600000.0,0.0,41600000.0,0.0,0.0
0.0,0.0,0.0,0.0,20500000.0,0.0,8686712.0,0.0,0.0
0.0,0.0,0.0,0.0,39100000.0,0.0,39100000.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,47500000.0,0.0,16900000.0,0.0,0.0
0.0,0.0,0.0,0.0,4740820.0,0.0,1900354.0,0.0,0.0
0.0,0.0,0.0,0.0,30200000.0,0.0,3028470.0,0.0,0.0
1350.0,21728.0,0.0,0.0,6559182.0,1.0,6559182.0,196.0,5400.0
1382.666667,15994.0,0.0,0.0,0.0,0.0,0.0,160.0333299,8296.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
0.0,0.0,0.0,0.0,6557149.0,0.0,6557149.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
1080.0,0.0,0.0,0.0,0.0,1.0,0.0,627.145916,5400.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350.0,6708.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8688.0
1448.0,0.0,0.0,0.0,1673400.0,0.0,1673400.0,0.0,2896.0
1086.0,0.0,0.0,0.0,0.0,1.0,0.0,724.0,4344.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7240.0
1080.0,10556.0,0.0,0.0,0.0,1.0,0.0,627.145916,5400.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
1392.0,11263.0,0.0,0.0,0.0,1.0,0.0,148.1620734,9744.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2896.0
988.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0974589,3952.0
1448.0,11622.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.0
0.0,0.0,0.0,0.0,4909375.0,0.0,4909375.0,0.0,0.0
1448.0,4718.0,0.0,0.0,0.0,1.0,0.0,0.0,10136.0
1448.0,0.0,0.0,0.0,2257426.0,1.0,2257426.0,0.0,5792.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
1317.333333,0.0,0.0,0.0,0.0,0.0,0.0,226.3213055,3952.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834.6666667,0.0,0.0,0.0,0.0,0.0,0.0,748.9441457,2504.0
1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988.0,0.0,0.0,0.0,3632746.0,2.0,3632746.0,684.0974589,3952.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8688.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382.666667,0.0,0.0,0.0,0.0,0.0,0.0,160.0333299,8296.0
1241.142857,5407.0,0.0,0.0,3164873.0,1.0,3164873.0,547.2925569,8688.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1404.444444,7975.0,0.0,0.0,0.0,1.0,0.0,130.6666667,12640.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868.8,0.0,0.0,0.0,8534358.0,0.0,8534358.0,793.1022633,4344.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
834.6666667,0.0,0.0,0.0,4903775.0,1.0,4903775.0,748.9441457,2504.0
790.4,10091.0,0.0,0.0,0.0,1.0,0.0,739.0675206,3952.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
1448.0,0.0,0.0,0.0,3892521.0,0.0,3892521.0,0.0,5792.0
1056.0,0.0,0.0,0.0,4904020.0,0.0,4904020.0,0.0,1056.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,1.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,4530630.0,1.0,4530630.0,1023.890619,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4344.0
1448.0,12754.0,0.0,0.0,0.0,0.0,0.0,0.0,11584.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317.333333,0.0,0.0,0.0,534079.0,1.0,534079.0,226.3213055,3952.0
834.6666667,0.0,0.0,0.0,590427.0,0.0,590427.0,748.9441457,2504.0
900.0,9301.0,0.0,0.0,0.0,1.0,0.0,713.4771195,5400.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1056.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,9586284.0,0.0,9586284.0,0.0,4344.0
724.0,0.0,0.0,0.0,0.0,4.0,0.0,836.0031898,2896.0
1317.333333,0.0,0.0,0.0,177380.0,0.0,177380.0,226.3213055,3952.0
1392.0,0.0,0.0,0.0,0.0,1.0,0.0,148.1620734,9744.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399.0,0.0,0.0,0.0,0.0,2.0,0.0,138.5929291,11192.0
1158.4,0.0,0.0,0.0,1825144.0,0.0,219456.0,647.5652863,5792.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369.6,6765.0,0.0,0.0,0.0,0.0,0.0,175.3077294,6848.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,1.0,0.0,836.0031898,2896.0
1369.6,12168.0,0.0,0.0,0.0,0.0,0.0,175.3077294,6848.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267.0,0.0,0.0,0.0,8553950.0,1.0,8553950.0,511.9453096,10136.0
834.6666667,0.0,0.0,0.0,0.0,0.0,0.0,748.9441457,2504.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,129361.0,0.0,129361.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.0
0.0,0.0,0.0,0.0,4901801.0,0.0,4901801.0,0.0,0.0
1086.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,4344.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399.0,17853.0,0.0,0.0,0.0,1.0,0.0,138.5929291,11192.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,4.0,0.0,836.0031898,2896.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141.333333,4061.0,0.0,0.0,5060723.0,1.0,5060723.0,580.7066959,6848.0
1056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1056.0
1448.0,0.0,0.0,0.0,4046948.0,0.0,4046948.0,0.0,1448.0
1252.0,0.0,0.0,0.0,4899835.0,1.0,4899835.0,277.1858582,2504.0
724.0,0.0,0.0,0.0,0.0,4.0,0.0,836.0031898,2896.0
1448.0,0.0,0.0,0.0,4317189.0,0.0,4317189.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,4895925.0,1.0,4895925.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369.6,7705.0,0.0,0.0,0.0,0.0,0.0,175.3077294,6848.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
965.3333333,0.0,0.0,0.0,532396.0,0.0,532396.0,836.0031898,2896.0
1141.333333,10512.0,0.0,0.0,4528476.0,1.0,4528476.0,580.7066959,6848.0
724.0,0.0,0.0,0.0,0.0,2.0,0.0,836.0031898,2896.0
988.0,0.0,0.0,0.0,1549028.0,0.0,1549028.0,684.0974589,3952.0
965.3333333,0.0,0.0,0.0,0.0,1.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317.333333,0.0,0.0,0.0,0.0,0.0,0.0,226.3213055,3952.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
1086.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,4344.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141.333333,7159.0,0.0,0.0,0.0,1.0,0.0,580.7066959,6848.0
0.0,0.0,0.0,0.0,4903029.0,0.0,4903029.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
1382.666667,14092.0,0.0,0.0,0.0,1.0,0.0,160.0333299,8296.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,4904243.0,1.0,4904243.0,1023.890619,1448.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4904489.0,0.0,4.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,3.0,0.0,836.0031898,2896.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,1.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
965.3333333,14562.0,0.0,0.0,6123949.0,1.0,6123949.0,747.7439847,5792.0
1448.0,0.0,0.0,0.0,9867877.0,1.0,9867877.0,0.0,10136.0
900.0,10527.0,0.0,0.0,0.0,1.0,0.0,713.4771195,5400.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,9272.0,0.0,0.0,5670753.0,1.0,5670753.0,0.0,11584.0
579.2,0.0,0.0,0.0,0.0,1.0,0.0,793.1022633,2896.0
724.0,0.0,0.0,0.0,0.0,1.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7240.0
1317.333333,5823.0,0.0,0.0,0.0,1.0,0.0,202.4279296,7904.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392.0,10546.0,0.0,0.0,0.0,0.0,0.0,148.1620734,9744.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,3.0,0.0,836.0031898,2896.0
988.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0974589,3952.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,227368.0,0.0,227368.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
1448.0,0.0,0.0,0.0,6172335.0,0.0,6172335.0,0.0,4344.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,8440.0,0.0,0.0,0.0,1.0,0.0,0.0,11584.0
900.0,10488.0,0.0,0.0,0.0,1.0,0.0,713.4771195,5400.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119.2,16580.0,0.0,0.0,7102729.0,1.0,7102729.0,602.4005312,11192.0
0.0,0.0,0.0,0.0,4897405.0,0.0,4897405.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1350.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,865895.0,0.0,865895.0,0.0,1448.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1350.0,4422.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1185.142857,9348.0,0.0,0.0,0.0,1.0,0.0,542.6341397,8296.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1086.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,4344.0
1056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1056.0
1448.0,0.0,0.0,0.0,4044916.0,0.0,4044916.0,0.0,1448.0
1382.666667,0.0,0.0,0.0,0.0,1.0,0.0,160.0333299,8296.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
1080.0,7736.0,0.0,0.0,0.0,5.0,0.0,627.145916,5400.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
1080.0,0.0,0.0,0.0,0.0,0.0,0.0,627.145916,5400.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1080.0,0.0,0.0,0.0,3863735.0,1.0,3863735.0,627.145916,5400.0
1056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1056.0
1448.0,7978.0,0.0,0.0,0.0,0.0,0.0,0.0,7240.0
965.3333333,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,1036350.0,2.0,1036350.0,1023.890619,1448.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4344.0
1141.333333,0.0,0.0,0.0,0.0,1.0,0.0,580.7066959,6848.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
790.4,0.0,0.0,0.0,0.0,0.0,0.0,739.0675206,3952.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1369.6,5266.0,0.0,0.0,0.0,0.0,0.0,175.3077294,6848.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
988.0,11549.0,0.0,0.0,0.0,4.0,0.0,684.0974589,3952.0
1317.333333,0.0,0.0,0.0,0.0,0.0,0.0,226.3213055,3952.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392.0,7855.0,0.0,0.0,0.0,1.0,0.0,148.1620734,9744.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8688.0
1350.0,4943.0,0.0,0.0,313038.0,1.0,313038.0,196.0,5400.0
1252.0,0.0,0.0,0.0,86809.0,0.0,86809.0,277.1858582,2504.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
965.3333333,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4897901.0,0.0,4897901.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,4638.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.0
724.0,0.0,0.0,0.0,5118347.0,1.0,5118347.0,1023.890619,1448.0
724.0,0.0,0.0,0.0,0.0,2.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
724.0,0.0,0.0,0.0,0.0,4.0,0.0,836.0031898,2896.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1350.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
626.0,0.0,0.0,0.0,0.0,1.0,0.0,740.3458651,2504.0
1241.142857,11766.0,0.0,0.0,0.0,0.0,0.0,547.2925569,8688.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6130816.0,0.0,6130816.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,4338750.0,1.0,4338750.0,0.0,4344.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1317.333333,0.0,0.0,0.0,4485223.0,0.0,4485223.0,226.3213055,3952.0
900.0,7364.0,0.0,0.0,0.0,6.0,0.0,713.4771195,5400.0
0.0,0.0,0.0,0.0,391204.0,0.0,391204.0,0.0,0.0
1369.6,9535.0,0.0,0.0,0.0,0.0,0.0,175.3077294,6848.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1056.0
1448.0,0.0,0.0,0.0,4043012.0,1.0,718396.0,0.0,4344.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1448.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,8688.0
1158.4,4754.0,0.0,0.0,0.0,0.0,0.0,647.5652863,5792.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,6935596.0,0.0,6935596.0,0.0,4344.0
1317.333333,0.0,0.0,0.0,0.0,0.0,0.0,226.3213055,3952.0
1448.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2896.0
1158.4,0.0,0.0,0.0,5620367.0,1.0,5620367.0,647.5652863,5792.0
1291.2,5110.0,0.0,0.0,0.0,0.0,0.0,214.7072425,6456.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.890619,1448.0
1382.666667,8339.0,0.0,0.0,0.0,1.0,0.0,160.0333299,8296.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4344.0
1206.666667,4993.0,0.0,0.0,0.0,0.0,0.0,591.1435246,7240.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900.0,9134.0,0.0,0.0,0.0,1.0,0.0,713.4771195,5400.0
834.6666667,0.0,0.0,0.0,0.0,0.0,0.0,748.9441457,2504.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158.4,8309.0,0.0,0.0,3885810.0,1.0,3885810.0,647.5652863,5792.0
1399.0,14070.0,0.0,0.0,0.0,1.0,0.0,138.5929291,11192.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.3333333,0.0,0.0,0.0,0.0,0.0,0.0,836.0031898,2896.0
1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0
528.0,0.0,0.0,0.0,0.0,2.0,0.0,746.7047609,1056.0
1252.0,0.0,0.0,0.0,0.0,0.0,0.0,277.1858582,2504.0
1399.0,6414.0,0.0,0.0,0.0,1.0,0.0,138.5929291,11192.0
1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0
900.0,0.0,0.0,0.0,0.0,1.0,0.0,713.4771195,5400.0
0.0,0.0,0.0,0.0,153263.0,0.0,153263.0,0.0,0.0
1350.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,5400.0
1317.333333,0.0,0.0,0.0,313281.0,0.0,313281.0,226.3213055,3952.0
1206.666667,4838.0,0.0,0.0,0.0,1.0,0.0,591.1435246,7240.0
